Name,Cuisine,Coordinate
Lazeez Shawarma (660 Eglinton Ave W),Mediterranean;Middle Eastern;Salads,"(43.5921223, -79.6666132)"
Lazeez Shawarma (85 Lakeshore Rd E),Mediterranean;Middle Eastern;Salads,"(43.5527749, -79.5840918)"
Lazeez Shawarma (Creditview Road),Mediterranean;Middle Eastern;Salads,"(43.5994406, -79.7132567)"
Lazeez Shawarma (Westwood Square),Middle Eastern;Chicken;Vegetarian Friendly,"(43.7189717, -79.6375039)"
Lazy Daisy's Cafe,Breakfast and Brunch;Sandwich;Comfort Food,"(43.672696, -79.319486)"
Lebanon Express (Yonge),Middle Eastern;Lebanese,"(43.661072, -79.382759)"
Leela Indian Food bar,Indian;South East Asian,"(43.665621, -79.473477)"
Leziz Kitchen,Mediterranean;Greek;Vegetarian;Middle Eastern;Healthy;European;Turkish;Halal,"(43.604034, -79.535821)"
Lim Ga Ne,Korean;Asian;BBQ,"(43.7784777, -79.4149908)"
Limitless Bar & Grill,Asian Fusion;Asian;Korean,"(43.80656339999999, -79.47306909999999)"
Lion's Den Bar & Grill,Bar Food;Jamaican;Canadian,"(43.703539, -79.503764)"
Little Caesar's (3408 Dundas Street W),Pizza;American;Italian,"(43.6662744, -79.4853548)"
Little Caesar's (644 Bloor Street),Pizza;American;Italian,"(43.59914939999999, -79.6114436)"
Little Caesars (4218 Lawrence Avenue East),American;Pizza;Fast Food,"(43.7694212, -79.184524)"
Little Caesars (4710 Jane St),Pizza;American;Wings,"(43.7696453, -79.5213091)"
Little Caesars (9781 Jane St),Pizza;American;Italian,"(43.8470824, -79.5356628)"
Little Caesars (Albion Rd),Pizza;Fast Food,"(43.734811, -79.55903)"
Little Caesars (Carlaw Ave),Pizza;American;Italian,"(43.668421, -79.342507)"
Little Caesars (Eglinton Ave E),Pizza;Wings;American,"(43.733488, -79.266418)"
Little Caesars (Jane St and Lawrence Ave),Pizza;Wings;American,"(43.704176, -79.504615)"
Little Caesars (Kingston Road East),Pizza;Fast Food;American,"(43.709696, -79.248036)"
Little Caesars (Lake Shore Blvd W),Pizza;Wings;American,"(43.59477, -79.533824)"
Little Caesars (Lawrence Ave & McCowan Rd),Pizza;American;Fast Food,"(43.757523, -79.238832)"
Little Caesars (Lawrence Ave East),Pizza;American;Fast Food,"(43.745336, -79.293778)"
Little Caesars (N Service Rd),Pizza;Wings;American,"(43.591647, -79.57578)"
Little Caesars (Rathburn Rd),Pizza;American;Fast Food,"(43.653192, -79.573118)"
Li’s Hakka #1 Restaurant,Indian;Chinese;Asian Fusion,"(43.727326, -79.265896)"
Lucky Dragon,Chinese;Asian;BBQ,"(43.7186056, -79.4553612)"
M - Night It Up 鼓楼夜市,Chinese;Asian;Chicken,"(43.8146311, -79.2932514)"
MALABAR GRILL by Ocean Palate,Indian;South Indian;Halal,"(43.63101649999999, -79.6265978)"
MELTwich Food Co. (Queensway),Sandwich,"(43.626964, -79.500535)"
MELTwich Food Co. (Richmond),Sandwich,"(43.649054, -79.391654)"
MI-NE Japanese Restaurant,Asian;Japanese;Sushi,"(43.8916147, -79.4412021)"
Mabu Station,Asian;Asian Fusion;Desserts,"(43.777501, -79.414736)"
Magic Noodle (North York) 大槐树,Asian;Chinese,"(43.777407, -79.41462)"
Magic Noodle (Scarborough) 大槐树,Ramen;Asian,"(43.81444948150171, -79.29439484727618)"
Magic Noodle Express,Chinese;Asian;Noodles,"(43.6625909, -79.4035401)"
Magic Noodle Express (Scarborough),Chinese;Asian;Noodles,"(43.8142832, -79.2947133)"
Mai Mai Restaurant,Chinese;South East Asian;Asian,"(43.597075, -79.523376)"
Mainsha Restaurant,Caribbean;Chicken,"(43.7211675, -79.45583429999999)"
Mainsha Restaurant - The Vibez Kitchen,Caribbean,"(43.6986605, -79.5127163)"
Maki Sushi,Sushi;Japanese,"(43.710641, -79.362253)"
Malton Sweets,Comfort Food;Asian;Indian,"(43.7043846, -79.6441474)"
Mama Rosa (Toronto),Italian;Sandwich,"(43.6390827, -79.4460771)"
Mamaland restaurant,African: Other;Chicken;Fish and Chips,"(43.65947190000001, -79.366416)"
Mamma's Pizza,Italian,"(43.647779, -79.395374)"
Mamma's Pizza (York Mills Rd),Pizza;American;Italian,"(43.7541178, -79.3579634)"
Maple Sushi,Sushi;Asian;Asian Fusion,"(43.811731, -79.454303)"
Maple Sushi (Keele & Major MacKenzie),Japanese;Sushi;Asian,"(43.851878, -79.522317)"
Markham Station,Sandwich;Burgers;Salads,"(43.792583, -79.238905)"
Martin's Bakery,Bakery;Sri Lankan;South Indian;Indian,"(43.82154310831976, -79.245468181699)"
Mary's Convenience,Snacks;Desserts,"(43.674492, -79.35693739999999)"
Massimo pizza and pasta,Pizza;American;Italian,"(43.62737560000001, -79.6290245)"
Master Pizzeria Inc.,Italian;Greek;Pizza,"(43.701615, -79.297177)"
Mastro Roberto Trattoria,Italian;Pasta;Comfort Food,"(43.7919866, -79.54710659999999)"
Maurya East Indian Roti,Indian,"(43.613324, -79.489239)"
Max's Restaurant (Markham),Comfort Food;Filipino,"(43.762482, -79.226021)"
Maz Maz Shawarma,Middle Eastern,"(43.6546221, -79.645579)"
McDonald's (200 Bloor St W),Burgers;Fast Food;American,"(43.6686687, -79.39543019999999)"
McDonald's (Albion Cen),Burgers;American;Fast Food,"(43.7416936, -79.58437280000001)"
McDonald's (Avenue & Roe),Burgers;American;Fast Food,"(43.732523, -79.419806)"
McDonald's (Bamburgh Circle),Burgers;American;Fast Food,"(43.816003, -79.323101)"
McDonald's (Bathurst St),Burgers;American;Fast Food,"(43.789918, -79.446624)"
McDonald's (Bloor & Ossington),Burgers;American;Fast Food,"(43.661831, -79.425334)"
McDonald's (Bloor & Runnymede),Burgers;American;Fast Food,"(43.651395, -79.476206)"
McDonald's (Bloor & Sherbourne),American;Fast Food;Burgers,"(43.67165, -79.378245)"
McDonald's (Bridlewood),Burgers;American;Fast Food,"(43.7984738, -79.31821269999999)"
McDonald's (Carrier & Hwy 27),Burgers;American;Fast Food,"(43.738404, -79.606143)"
McDonald's (Crossroads),Burgers;American;Fast Food,"(43.7117, -79.5348)"
McDonald's (Danforth & Broadview),American;Burgers;Fast Food,"(43.67646, -79.358532)"
McDonald's (Danforth & Hillingdon),Burgers;American;Fast Food,"(43.683786, -79.320637)"
McDonald's (Danforth & Midland),Burgers;American;Fast Food,"(43.724615, -79.253484)"
McDonald's (Derry & Goreway),Burgers;American;Fast Food,"(43.713702, -79.630936)"
McDonald's (Dufferin & Risa),Burgers;American;Fast Food,"(43.704958, -79.452285)"
McDonald's (Dufferin & St Clair),Burgers;American;Fast Food,"(43.6782, -79.44344)"
McDonald's (Dundas & Bloor),American;Fast Food;Burgers,"(43.656936, -79.453242)"
McDonald's (Dundas & Poplar),Burgers;American;Fast Food,"(43.633422, -79.54277)"
McDonald's (Dupont & Dufferin),Burgers;American;Fast Food,"(43.667988, -79.439137)"
McDonald's (Dwight & Lakeshore),Burgers;American;Fast Food,"(43.602423, -79.498818)"
McDonald's (Eglinton & McCowan),Burgers;American;Fast Food,"(43.738999, -79.239878)"
McDonald's (Finch & Weston),Burgers;American;Fast Food,"(43.751992, -79.544704)"
McDonald's (Flemingdon Park),Burgers;American;Fast Food,"(43.714039, -79.334223)"
McDonald's (Gerrard Square & Pape),Burgers;American;Fast Food,"(43.6685, -79.3403)"
McDonald's (Islington & Titan),Burgers;American;Fast Food,"(43.6298635, -79.5173391)"
McDonald's (Jane & Finch),Burgers;American;Fast Food,"(43.757294, -79.514073)"
McDonald's (Jane & Gordon MacKay),Burgers;American;Fast Food,"(43.715757, -79.50786)"
McDonald's (Jane & Major Mackenzie),Burgers;American;Fast Food,"(43.8508, -79.5343)"
McDonald's (Joe Schuster Way),Burgers;American;Fast Food,"(43.6403589, -79.4237866)"
McDonald's (Keele & Ingram),Burgers;American;Fast Food,"(43.699838, -79.475491)"
McDonald's (Keele & St Clair),Burgers;American;Fast Food,"(43.67221909999999, -79.4679154)"
McDonald's (Kennedy Commons),Burgers;American;Fast Food,"(43.77337199999999, -79.2818254)"
McDonald's (Kingston & Lawrence),Burgers;American;Fast Food,"(43.768338, -79.1883)"
McDonald's (Kipling),Burgers;American;Fast Food,"(43.717583, -79.570257)"
McDonald's (Malvern Town Centre),Burgers;American;Fast Food,"(43.806655, -79.221909)"
McDonald's (Markham & Finch),Burgers;American;Fast Food,"(43.811013, -79.243439)"
McDonald's (Markham & Progress),Burgers;American;Fast Food,"(43.780903, -79.23417)"
McDonald's (Matheson),Burgers;American;Fast Food,"(43.641573, -79.62976)"
McDonald's (Midland & Lawrence),Burgers;American;Fast Food,"(43.75188, -79.260795)"
McDonald's (Mill & Bloor),Burgers;American;Fast Food,"(43.631553, -79.575166)"
McDonald's (Pape & Cosburn),Burgers;American;Fast Food,"(43.689804, -79.348636)"
McDonald's (Parkway Mall),Burgers;American;Fast Food,"(43.757441, -79.312548)"
McDonald's (Peanut Plaza),Burgers;American;Fast Food,"(43.785704, -79.352014)"
McDonald's (Port Union),Burgers;American;Fast Food,"(43.800522, -79.143717)"
McDonald's (Queen & Church),Burgers;American;Fast Food,"(43.653098, -79.375465)"
McDonald's (Queen & Roncesvalles),Burgers;American;Fast Food,"(43.638869, -79.446427)"
McDonald's (Queen & Spadina),Burgers;American;Fast Food,"(43.648815, -79.396742)"
McDonald's (Queen & Woodward),Burgers;American;Fast Food,"(43.664573, -79.319296)"
McDonald's (Rimrock & Allen Road),Burgers;American;Fast Food,"(43.758032, -79.465378)"
McDonald's (Scarborough),Burgers;Fast Food;American,"(43.7986507, -79.2022418)"
McDonald's (Sheppard & Warden),Burgers;American;Fast Food,"(43.778091, -79.308822)"
McDonald's (Sherway),Burgers;American;Fast Food,"(43.615742, -79.555996)"
McDonald's (Skymark),Burgers;American;Fast Food,"(43.6631, -79.5926)"
McDonald's (St Clair & Christie),Burgers;American;Fast Food,"(43.68175, -79.426921)"
McDonald's (St Clair & Victoria Park),Burgers;American;Fast Food,"(43.7093, -79.2953)"
McDonald's (Steeles & Hilda),Burgers;American;Fast Food,"(43.796664, -79.43039)"
McDonald's (Steeles & Hwy 400),Burgers;American;Fast Food,"(43.774023, -79.530911)"
McDonald's (Village Square),Burgers;American;Fast Food,"(43.794282, -79.32994)"
McDonald's (Warden & Eglinton),Burgers;American;Fast Food,"(43.728724, -79.285957)"
McDonald's (Woodside Square),Burgers;American;Fast Food,"(43.8083, -79.2675)"
McDonald's (Yonge & Eglinton),American;Burgers;Fast Food,"(43.707126, -79.397653)"
McDonald's (Yonge & Grenville),American;Fast Food;Burgers,"(43.662191, -79.383785)"
McDonald's (Yonge & Melrose),Burgers;American;Fast Food,"(43.732875, -79.404232)"
McDonald's (Yonge & Sheppard),Burgers;American;Fast Food,"(43.761871, -79.411094)"
McDonald's (Yonge & St Clair),Burgers;American;Fast Food,"(43.688099, -79.393179)"
McDonald's (Yonge & Temperance),Burgers;American;Fast Food,"(43.650907, -79.378303)"
McDonald's (Yonge & Wellesley),Burgers;American;Fast Food,"(43.664419, -79.384557)"
McDonald's (York Mills & Leslie),Burgers;American;Fast Food,"(43.754089, -79.357989)"
McSorley's Saloon & Grill,Burgers;Bar Food;Wings;Pizza,"(43.70474249999999, -79.3750635)"
MeNami,Noodles;Japanese,"(43.7778404, -79.4147699)"
Mean Bao (Yonge St.),Asian;Asian Fusion;Korean,"(43.687335, -79.393969)"
Mexico Lindo (Kennedy),Mexican;Latin American;New Mexican,"(43.7615867, -79.2802409)"
Mexitaco,Mexican;Spanish,"(43.708618, -79.295683)"
Midnight Cafe,Canadian;American;Sandwich,"(43.6538341, -79.40154840000001)"
Midnight Cafe Poutinerie,Breakfast and Brunch;American;Chicken,"(43.6538341, -79.40154840000001)"
Mike's buffet,Sandwich;Burgers;Chicken,"(43.8554914, -79.5014703)"
Milestones (Markham),American;Sandwich;Burgers;Vegetarian;Comfort Food;Salads;Asian;Desserts,"(43.849181, -79.323321)"
Milestones (Vega),American;Burgers;Sandwich;Vegetarian;Comfort Food;Salads;Desserts;Asian,"(43.516824, -79.688812)"
Minar Fine Indian Cuisine,Indian;Vegetarian;Asian,"(43.7006951, -79.7137826)"
Mirrorball Snackhouse (GTA),Japanese sweets;Desserts;Comfort Food,"(43.7975158, -79.4268149)"
Mister Pizza,Italian;Pizza,"(43.643543, -79.376026)"
Mo'Ramyun,Korean;Asian;Asian Fusion,"(43.82813141184436, -79.53589494101448)"
Momo2go,Indian;Tibetan,"(43.741694, -79.584373)"
Mom’s Kitchen Korean Cuisine,Korean;Asian;BBQ,"(43.8559433, -79.3040551)"
Monster Cupcakes (Lawerence Ave E),Desserts;Vegetarian;Coffee and Tea,"(43.7447453, -79.29595119999999)"
Montana's (Richmond Hill),Salads;Burgers;Sandwich,"(43.84079, -79.428213)"
Moxie's (Courtneypark),Bar;Bar Food,"(43.636475, -79.690546)"
Mr Six Fried Chicken (Unionville),Comfort Food;American;Wings,"(43.860529, -79.312339)"
Mr. Greek (Markham & Steeles),Greek;Mediterranean;Vegetarian,"(43.83558559999999, -79.253969)"
Mr. Greek (Rutherford & 400),Greek;Mediterranean;Vegetarian,"(43.8279969, -79.5393636)"
Mr. India Haveli,Indian,"(43.579981, -79.648637)"
Mr. Jerk (Morningside),Caribbean,"(43.801134, -79.199365)"
Mr. Roc's Crawfish,Seafood;Chinese,"(43.656222, -79.399808)"
Mr. Souvlaki (North American Centre),Mediterranean;Greek;Vegetarian,"(43.7801785, -79.41640799999999)"
Mr. Sub (45 Milner Ave),Sandwiches;American;Healthy,"(43.7829008, -79.25277969999999)"
Mr. Sub (Danforth),Sandwich,"(43.715389, -79.260558)"
Mr. Sub (Dufferin & Lawrence),Sandwich;Canadian,"(43.708872, -79.453919)"
Mr. Sub (Weston Rd & 401),Sandwich,"(43.711072, -79.535156)"
Mr. Zagros (Bathurst),Mediterranean;Middle Eastern;Turkish,"(43.847059, -79.45986)"
Mr.Tian's Chinese Fast Food 田老师红烧肉 (Yonge),Asian;BBQ;Chinese,"(43.7603729, -79.4111154)"
Mucho Burrito (1780 Markham Rd),Mexican;South American;Fast Food,"(43.7947139, -79.2403373)"
Mucho Burrito (3737 Major Mackenzie Drive),Mexican;South American;Fast Food,"(43.8443685, -79.5596199)"
Munchie Market,American;Desserts;Kids Friendly,"(43.73276180000001, -79.4875914)"
My Dosa place (12 queen quay w),Indian;Vegetarian;Asian;Comfort Food,"(43.642138, -79.37579)"
My Poke,Asian;Seafood;Salads,"(43.776481, -79.415616)"
My Roti Place (Queen St),Indian;Vegan Friendly;Indian Curry,"(43.6486829, -79.3973288)"
My Sushi,Sushi;Japanese,"(43.776406, -79.415079)"
Mymy Chicken,Comfort Food;Asian,"(43.666114, -79.407229)"
Naan and Kabob,Afghan;Middle Eastern,"(43.74320939999999, -79.3047844)"
Naan and Kabob (Sheppard & Markham),Afghan;Middle Eastern;South Asian,"(43.794384, -79.240118)"
Naijaa Restaurant,African: Other;Rice-bowls;Seafood,"(43.7530903, -79.541705)"
Nescafe Cafe (Wexford),Coffee and Tea;American;Breakfast and Brunch,"(43.7447453, -79.29595119999999)"
New Haandi 2000,Indian;Indian Curry,"(43.6717553, -79.3234769)"
New Mirchi Dhaba,Indian,"(43.767389, -79.228919)"
New Tandoori Nites,Indian;Indian Curry,"(43.6965572, -79.6548155)"
New Yorker Deli,Sandwich;Salads;Burgers;Deli;Breakfast and Brunch,"(43.668388, -79.38928)"
Nicey's Eatery,Caribbean,"(43.8120722,-79.2462262)"
Nimman Thai Cuisine,Thai,"(43.613659, -79.489357)"
Nina Tropical Island Caribbean Restaurant,Jamaican;Caribbean,"(43.811995, -79.482209)"
No Bull Burgers,Burgers;Canadian;Fast Food,"(43.680548766488165, -79.28498975088863)"
Noodle King (Dufferin),Chinese,"(43.719699, -79.457088)"
Noon Moment (Finch Ave W),Bubble Tea;Juice and Smoothies;Asian,"(43.75645, -79.518984)"
North of Brooklyn Pizzeria (Commissary),Pizza;American;Salads,"(43.68210979999999, -79.4684161)"
Northwestern Chinese Cuisine 白家老汤 (Mississauga),Chinese;Asian;Asian Fusion;Noodles,"(43.5762612, -79.6453293)"
Novita,Italian;Pasta;Seafood,"(43.848714, -79.360772)"
Nu Panino,Italian;Salads;Pizza,"(43.773359, -79.62539)"
OMG Shawarma,Mediterranean;Halal;Comfort Food,"(43.6322029, -79.5438516)"
Oliver's Gone Italian,Italian;Pasta;Comfort Food,"(43.6493753, -79.6615253)"
OneZo Tapioca 丸作,Bubble Tea;Asian,"(43.656665, -79.399195)"
Osmow's (2215 Steeles Ave W),Mediterranean,"(43.785195, -79.477692)"
"Osmow's (2583 St Clair Ave W, Unit # 2)",Comfort Food;salad,"(43.66759, -79.4897317)"
Osmow's (2620 Rutherford Rd),Comfort Food;salad,"(43.83459209999999, -79.5207358)"
Osmow's (4188 Living Arts Dr #4),Comfort Food;salad;Middle Eastern,"(43.5898106, -79.648193)"
Osmow's (4205 Keele Street ),Mediterranean,"(43.774, -79.4924)"
Osmow's (820 Kingston Rd),Mediterranean;Middle Eastern,"(43.8228064, -79.11144589999999)"
Osmow's (95 The Pond Rd),Comfort Food;salad,"(43.77020419999999, -79.500486)"
Osmow's (Airport Rd & Northwest Dr),Mediterranean;Middle Eastern;Comfort Food,"(43.70024, -79.637544)"
Osmow's (Billy Bishop),Comfort Food;Salads;Sandwich,"(43.7332699, -79.4514346)"
Osmow's (Bloor West),Salads;Mediterranean;European,"(43.649634, -79.483134)"
Osmow's (Courtneypark),Arabian;Egyptian,"(43.637253, -79.691293)"
Osmow's (Danforth Ave & Dawes Rd),Middle Eastern;Comfort Food;Mediterranean,"(43.688997, -79.2970378)"
Osmow's (Danforth Ave & Logan Ave),Mediterranean;Lebanese,"(43.677844, -79.349141)"
Osmow's (Dixie),Comfort Food;salad,"(43.6382366, -79.62200519999999)"
Osmow's (Dundas St W),Comfort Food;Middle Eastern;Salads,"(43.6507038, -79.52738959999999)"
Osmow's (Heartland),Middle Eastern;Egyptian;Arabian,"(43.608168, -79.696817)"
Osmow's (Major Mac),Comfort Food;salad;Mediterranean,"(43.8460563, -79.5563452)"
Osmow's (Military Trail),Comfort Food;salad;Desserts,"(43.79023280000001, -79.1956623)"
Osmow's (Richmond Hill),Middle Eastern;Mediterranean,"(43.84344, -79.408072)"
Osmow's (Rogers Rd),Mediterranean;Comfort Food,"(43.681616, -79.473465)"
Osmow's (Unionville),Comfort Food;salad;Mediterranean,"(43.8663759, -79.2835441)"
Osmow's (Victoria Park),Middle Eastern,"(43.736278, -79.307434)"
Osmow's (Williams Pkwy & Chrysler),Middle Eastern;Mediterranean;Sandwich,"(43.747328, -79.714595)"
Osmow's (Woodbine Mall),Comfort Food;Mediterranean;Chicken,"(43.7202951, -79.59987799999999)"
Osmow's (Yonge & Roselawn),Arabian;Egyptian,"(43.710811, -79.398864)"
Oxtail Pho and Banh Mi,Vietnamese;Asian Fusion,"(43.651809, -79.408937)"
Ozzy's Burgers,American;Chicken;Burgers,"(43.655265, -79.4026203)"
Paese Ristorante,Italian;Modern European;Pasta,"(43.73978, -79.434247)"
Pai Northern Thai Kitchen,Asian;Asian Fusion;Thai,"(43.62340869999999, -79.5124198)"
Panagio's All Day Grill (Etobicoke),Burgers;Sandwich;Breakfast and Brunch;Cafe,"(43.6169866, -79.4879188)"
Panago Pizza (Centrepoint),Pizza;Wings;Fast Food,"(43.795872, -79.422284)"
Panago Pizza (Liberty Village),Pizza;Wings,"(43.638948, -79.417091)"
Panago Pizza (Parklawn),Pizza;Wings,"(43.621964, -79.481971)"
Panago Pizza (Six Points),Pizza;Fast Food;Wings,"(43.640077, -79.538032)"
Panini Italian Sandwiches,Sandwich;Comfort Food;Salads,"(43.7886011, -79.5482962)"
Pantry Rosedale,Canadian;Healthy;Comfort Food;BBQ;American,"(43.678433, -79.390147)"
Panzerotto Pizza (Steeles & Bathurst),Pizza;Wings;Fast Food,"(43.792457, -79.444736)"
Papa John's Pizza (18 Corporation Dr),Pizza;American;Italian,"(43.73954080000001, -79.7123801)"
Papa John's Pizza (Kingston & Midland),Pizza;Fast Food;Wings;Comfort Food;Gluten Free,"(43.70964730000001, -79.24952189999999)"
Papa John's Pizza (Pickering),Pizza;Wings;Fast Food,"(43.822806, -79.111446)"
Papa John's Pizza (York),Pizza;Wings;Fast Food,"(43.681291, -79.47323)"
Papamio's,Italian;Sandwich,"(43.671964, -79.419326)"
Papi Chulos Mexicana,Mexican;New Mexican;Salads,"(43.6467774, -79.4196403)"
Paradise Shawarma (Scarborough),Mediterranean;Greek;Vegetarian,"(43.7659173, -79.1916725)"
Paramount Fine Foods (Queensway),Middle Eastern;Mediterranean,"(43.617411, -79.542319)"
Parmigiano Trattoria,Italian;Pasta;Sandwich,"(43.727844, -79.403104)"
Pasta Factory (Wexford),Italian;Pasta;Comfort Food,"(43.7447453, -79.29595119999999)"
Pastucci's,Pasta;Italian;Fast Food,"(43.625879, -79.504026)"
Pat's Perogies (Wexford),European;Modern European;Sandwiches,"(43.7447453, -79.29595119999999)"
Peking Duck Kitchen,Chinese;Asian;Asian Fusion,"(43.7862417, -79.2754753)"
Perfect Chinese Restaurant,Cantonese;Chinese;Asian,"(43.787535, -79.27057)"
Perkins Restaurant & Bakery,Breakfast and Brunch;Bakery;American,"(43.828029, -79.097821)"
Philly Special*,American;Sandwich;Steak;Southern;Comfort Food,"(43.73661994900558, -79.30810905228445)"
Philthy Philly's (Kingston),Fast Food;Sandwich,"(43.820015, -79.114763)"
Philthy Phillys (Port Credit),Comfort Food;American;Sandwich,"(43.5524626, -79.58451889999999)"
Pho 123,Vietnamese;South East Asian,"(43.7478, -79.6987)"
Pho 88 (Bloor St),Vietnamese;Asian,"(43.664937, -79.412973)"
Pho 88 (Yonge),South Asian;Vietnamese;Asian,"(43.770472, -79.412988)"
Pho 99,Vietnamese;Noodles;Healthy,"(43.6068265, -79.64908539999999)"
Pho Huong,Vietnamese;Asian;Noodles,"(43.665279, -79.468762)"
Pho Now,Vietnamese;Asian,"(43.667192, -79.487333)"
Pho Saigon Bangkok Restaurant,Thai;Vietnamese,"(43.669609, -79.482264)"
Pho Xe Lua Vietnamese Cuisine (火车头越南餐厅) (Scarborough),Vietnamese;Asian;South East Asian,"(43.809255, -79.269605)"
Phoenix Restaurant (McCowan) 金鳳餐廳,Asian;Chicken;Chinese,"(43.8767094, -79.28582)"
Phoenix Restaurant (Warden) 金鳳餐廳,Chinese;Thai;Noodles,"(43.7984738, -79.31821269999999)"
Pi Co (CF Fairview Mall),Italian;Pizza;Allergy Friendly,"(43.7779901, -79.3440914)"
Pig Out BBQ (Pickering),American;Comfort Food;BBQ,"(43.821573, -79.111907)"
Pita Ikram (Oakwood),Mediterranean;Middle Eastern;Halal;Turkish,"(43.692318, -79.440918)"
Pita Land (Langstaff),Halal;Middle Eastern;Sandwich,"(43.80884, -79.549727)"
Pita Land (Maple),Sandwich;Halal;Middle Eastern,"(43.847303, -79.535043)"
Pita Land (Victoria Commons),Halal;Middle Eastern;Sandwich,"(43.772917, -79.321447)"
Pita Land (Whitmore),Sandwich;Halal;Middle Eastern,"(43.786536, -79.557073)"
Pita Pit (Keele St),Healthy;Juice and Smoothies;Fast Food,"(43.7739, -79.4923)"
Pita Pit (Lakeshore & Hurontario),Healthy;Juice and Smoothies;Fast Food,"(43.554134, -79.582549)"
Pita Pit (Lakeshore & Long Branch),Healthy;Juice and Smoothies;Fast Food,"(43.594491, -79.533621)"
Pita Pit (Weston & St Clair),Healthy;Juice and Smoothies;Fast Food,"(43.673859, -79.469734)"
Pizza E Pasta,Sandwiches;Pizza;Wings;Halal,"(43.773213, -79.321159)"
Pizza Forno,Pizza;American;Italian,"(43.6482827, -79.3874099)"
Pizza Hot Wings,Burgers;Pizza;Halal,"(43.807446, -79.357225)"
Pizza La Rosa,Sandwich;Halal;Pizza,"(43.772917, -79.321447)"
Pizza Pizza (1045 ALBION RD),Pizza;Fast Food;Canadian,"(43.7364942, -79.5644926)"
Pizza Pizza (1080 Wilson Ave.),Pizza;Fast Food;Canadian,"(43.72832349999999, -79.4805143)"
Pizza Pizza (114 Lakeshore Rd E),Pizza;Fast Food;Canadian,"(43.5542891, -79.58315929999999)"
Pizza Pizza (120 ERINGATE DRIVE),Pizza;Fast Food;Canadian,"(43.6606313, -79.5822484)"
Pizza Pizza (1252 Gerrard ST E),Chicken Strips;Italian;pizza,"(43.6710251, -79.3282194)"
Pizza Pizza (1300 Finch Avenue West),Pizza;Fast Food;Canadian,"(43.76479980000001, -79.489899)"
"Pizza Pizza (140 LA ROSE AVE, #15)",Pizza;Fast Food;Canadian,"(43.6857008, -79.5235907)"
Pizza Pizza (1430 MAJOR MACKENZIE DRIVE WEST),Chicken Strips;Italian;pizza,"(43.8622295, -79.4863402)"
Pizza Pizza (1601 Eglinton Ave W),Chicken Strips;Italian;pizza,"(43.69704249999999, -79.44291860000001)"
"Pizza Pizza (1700 Wilson Ave, #193, Box 63)",Pizza;Fast Food;Canadian,"(43.721182400000004, -79.5112994)"
Pizza Pizza (1735 Kipling Ave),Pizza;Fast Food;Canadian,"(43.6934112, -79.557073)"
Pizza Pizza (180 STEELES AVENUE WEST),Pizza;Fast Food;Canadian,"(43.7975608, -79.4268286)"
"Pizza Pizza (1822 Whites Rd, Pickering)",Pizza;Fast Food;Canadian,"(43.8309982, -79.1228309)"
Pizza Pizza (1837 Finch Avenue West T-3),Pizza;Fast Food;Canadian,"(43.7573213, -79.5142746)"
Pizza Pizza (1937 Weston Road),Chicken Strips;Italian;pizza,"(43.7007604, -79.5175515)"
Pizza Pizza (2499 Sheppard Ave. E.),Pizza;Fast Food;Canadian,"(43.7749345, -79.32320849999999)"
Pizza Pizza (2500 Eglinton Ave .E),Chicken Strips;Italian;pizza,"(43.735056900000004, -79.2576927)"
Pizza Pizza (2500 Hurontario St),Pizza;Fast Food;Canadian,"(43.5776532, -79.6143273)"
Pizza Pizza (2650 Lawrence Av E),Chicken Strips;Italian;pizza,"(43.7519237, -79.2646784)"
Pizza Pizza (2795 Danforth Ave),Chicken Strips;Italian;pizza,"(43.689349, -79.295577)"
Pizza Pizza (3358 Keele St.),Pizza;Fast Food;Canadian,"(43.7457854, -79.4874588)"
Pizza Pizza (3737 MAJOR MACKENZIE DRIVE),Chicken Strips;Italian;pizza,"(43.8442693, -79.55872400000001)"
Pizza Pizza (41 LAPSLEY RD),Chicken Strips;Italian;pizza,"(43.795919443289016, -79.22609324712005)"
"Pizza Pizza (4447 Kingston Rd, #7-8)",Chicken Strips;Italian;pizza,"(43.7686223, -79.1880798)"
Pizza Pizza (474 Danforth),Chicken Strips;Italian;pizza,"(43.7084264, -79.2679311)"
Pizza Pizza (579 Markham Road),Chicken Strips;Italian;pizza,"(43.7589603, -79.2245739)"
Pizza Pizza (606 BROWNS LINE),Pizza;Fast Food;Canadian,"(43.6053157, -79.5472085)"
"Pizza Pizza (705 Kingston Rd., Unit 6 & 7)",Pizza;Fast Food;Canadian,"(43.8195876, -79.1138711)"
Pizza Pizza (707 Lakeshore Rd E),Pizza;Fast Food;Canadian,"(43.5701297, -79.5663015)"
Pizza Pizza (796 O'Connor Dr.),Pizza;Fast Food;Canadian,"(43.7049931, -79.3135027)"
Pizza Pizza (830 Warden Ave),Chicken Strips;Italian;pizza,"(43.7248499, -79.2901437)"
Pizza Pizza (847 Jane St.),Pizza;Fast Food;Canadian,"(43.676522, -79.4940719)"
Pizza Pizza (Bloor & Islington),Pizza;Fast Food;Canadian,"(43.644668, -79.522366)"
Pizza Pizza (Bloor & Jane),Pizza;Fast Food;Canadian,"(43.649056, -79.484346)"
Pizza Pizza (Blue Jays & Front),Pizza;Fast Food;Canadian,"(43.64363850000001, -79.3918724)"
